Recency,Frequency,AOV,Monetary,Avg_Order_Gap,Predicted_AOV,Predicted_LTV,LTV_Segment
316,1,1308.48,1308.48,316.0,1298.9982,1298.9981689453125,High Value
32,2,394.5,789.0,16.0,396.06348,792.126953125,High Value
93,3,380.31,1140.93,31.0,383.02536,1149.0760803222656,High Value
14,1,350.9,350.9,14.0,351.33264,351.3326416015625,High Value
82,3,1178.94,3536.82,27.333333333333332,1186.0283,3558.0849609375,High Value
77,1,795.12,795.12,77.0,788.6285,788.6284790039062,High Value
158,1,487.02,487.02,158.0,486.70544,486.7054443359375,High Value
201,1,860.12,860.12,201.0,852.17535,852.1753540039062,High Value
45,7,1533.782857142857,10736.48,6.428571428571429,1551.0985,10857.689575195312,High Value
261,1,775.85,775.85,261.0,772.1921,772.1920776367188,High Value
178,1,353.43,353.43,178.0,354.5657,354.5657043457031,High Value
68,3,847.9066666666666,2543.72,22.666666666666668,843.61456,2530.8436889648438,High Value
288,1,389.5,389.5,288.0,391.79065,391.7906494140625,High Value
70,1,341.36,341.36,70.0,340.59073,340.5907287597656,High Value
64,1,233.76,233.76,64.0,231.75398,231.7539825439453,High Value
11,1,247.32,247.32,11.0,245.56046,245.56045532226562,High Value
16,2,489.56,979.12,8.0,490.52362,981.0472412109375,High Value
66,1,373.94,373.94,66.0,374.28958,374.2895812988281,High Value
60,1,397.97999999999996,397.97999999999996,60.0,395.63525,395.63525390625,High Value
71,1,743.53,743.53,71.0,743.6704,743.67041015625,High Value
122,1,674.7,674.7,122.0,674.251,674.2509765625,High Value
80,1,768.24,768.24,80.0,766.86053,766.8605346679688,High Value
257,1,609.95,609.95,257.0,610.6933,610.6932983398438,High Value
269,1,439.03,439.03,269.0,437.15668,437.15667724609375,High Value
64,1,439.56,439.56,64.0,437.20447,437.2044677734375,High Value
9,4,772.6850000000001,3090.7400000000002,2.25,763.119,3052.47607421875,High Value
18,2,496.25,992.5,9.0,492.68085,985.3616943359375,High Value
71,1,134.95999999999998,134.95999999999998,71.0,136.45596,136.45596313476562,Medium Value
34,2,1112.685,2225.37,17.0,1114.9966,2229.9931640625,High Value
50,1,56.160000000000004,56.160000000000004,50.0,60.26194,60.261940002441406,Medium Value
257,2,311.7,623.4,128.5,311.52307,623.046142578125,High Value
366,1,308.28000000000003,308.28000000000003,366.0,307.8674,307.8674011230469,High Value
372,1,754.87,754.87,372.0,751.28546,751.2854614257812,High Value
90,1,378.64,378.64,90.0,378.60233,378.6023254394531,High Value
61,3,1104.0833333333333,3312.25,20.333333333333332,1084.4586,3253.3758544921875,High Value
89,1,778.65,778.65,89.0,772.1921,772.1920776367188,High Value
99,3,339.92,1019.76,33.0,342.416,1027.2479553222656,High Value
26,3,190.85333333333332,572.56,8.666666666666666,189.9461,569.8383178710938,High Value
32,6,606.5516666666666,3639.3099999999995,5.333333333333333,591.98364,3551.90185546875,High Value
281,1,222.99,222.99,281.0,221.06795,221.0679473876953,High Value
31,7,593.1328571428572,4151.93,4.428571428571429,600.26746,4201.8721923828125,High Value
330,1,534.57,534.57,330.0,530.02246,530.0224609375,High Value
131,2,338.55,677.1,65.5,341.82462,683.6492309570312,High Value
11,3,265.9866666666667,797.96,3.6666666666666665,262.4754,787.4262084960938,High Value
75,1,544.08,544.08,75.0,546.37714,546.3771362304688,High Value
204,1,59.8,59.8,204.0,60.746323,60.74632263183594,Medium Value
2,8,315.0025,2520.02,0.25,307.19885,2457.5908203125,High Value
185,1,307.72,307.72,185.0,307.8674,307.8674011230469,High Value
29,2,680.495,1360.99,14.5,673.9141,1347.8282470703125,High Value
73,5,308.826,1544.13,14.6,302.72296,1513.6148071289062,High Value
192,1,457.34,457.34,192.0,455.0274,455.02740478515625,High Value
127,2,310.615,621.23,63.5,311.52307,623.046142578125,High Value
18,1,75.0,75.0,18.0,76.71198,76.71198272705078,Medium Value
1,2,126.245,252.49,0.5,128.94153,257.883056640625,High Value
74,3,190.817,572.451,24.666666666666668,189.9461,569.8383178710938,High Value
2,62,453.5006451612903,28117.04,0.03225806451612903,683.2429,42361.06103515625,High Value
24,5,200.612,1003.06,4.8,194.09975,970.4987335205078,High Value
107,1,213.55,213.55,107.0,211.8764,211.87640380859375,High Value
134,3,463.5,1390.5,44.666666666666664,458.24365,1374.73095703125,High Value
44,2,356.25,712.5,22.0,362.1245,724.2490234375,High Value
5,2,320.415,640.83,2.5,321.26093,642.5218505859375,High Value
12,18,340.4127777777778,6127.43,0.6666666666666666,345.26132,6214.703796386719,High Value
64,1,221.06,221.06,64.0,221.06795,221.0679473876953,High Value
150,2,79.925,159.85,75.0,81.81244,163.6248779296875,High Value
40,2,925.54,1851.08,20.0,898.9133,1797.82666015625,High Value
108,3,541.4033333333333,1624.21,36.0,542.95544,1628.8663330078125,High Value
1,10,364.132,3641.32,0.1,364.16483,3641.6482543945312,High Value
19,3,194.20000000000002,582.6,6.333333333333333,189.9461,569.8383178710938,High Value
10,1,218.47,218.47,10.0,216.82793,216.8279266357422,High Value
11,4,251.7,1006.8,2.75,245.64742,982.5896606445312,High Value
19,2,339.725,679.45,9.5,341.82462,683.6492309570312,High Value
67,2,634.55,1269.1,33.5,644.16626,1288.33251953125,High Value
74,2,267.12,534.24,37.0,265.75662,531.5132446289062,High Value
5,7,544.2700000000001,3809.890000000001,0.7142857142857143,560.53577,3923.7503662109375,High Value
2,1,196.89,196.89,2.0,197.72836,197.72836303710938,High Value
14,7,486.86571428571426,3408.06,2.0,483.96475,3387.7532653808594,High Value
255,1,283.71,283.71,255.0,281.5354,281.535400390625,High Value
92,1,296.64,296.64,92.0,290.70197,290.70196533203125,High Value
23,3,376.38000000000005,1129.14,7.666666666666667,375.31992,1125.9597473144531,High Value
17,6,589.895,3539.37,2.8333333333333335,582.33203,3493.9921875,High Value
24,1,291.88,291.88,24.0,290.70197,290.70196533203125,High Value
27,6,340.61999999999995,2043.7199999999998,4.5,349.39276,2096.3565673828125,High Value
26,5,595.23,2976.15,5.2,576.9658,2884.8291015625,High Value
259,2,295.0,590.0,129.5,299.06406,598.1281127929688,High Value
166,2,178.48999999999998,356.97999999999996,83.0,178.06282,356.1256408691406,High Value
25,2,529.17,1058.34,12.5,523.15063,1046.30126953125,High Value
18,6,294.4533333333333,1766.7199999999998,3.0,292.4969,1754.9813232421875,High Value
7,14,689.0407142857142,9646.57,0.5,668.08246,9353.154418945312,High Value
29,2,91.72,183.44,14.5,94.168495,188.3369903564453,High Value
39,3,481.6666666666667,1445.0,13.0,467.7406,1403.2218017578125,High Value
253,1,151.5,151.5,253.0,156.54092,156.54092407226562,High Value
58,1,674.68,674.68,58.0,674.251,674.2509765625,High Value
184,1,307.9,307.9,184.0,307.8674,307.8674011230469,High Value
11,2,541.855,1083.71,5.5,542.9196,1085.8392333984375,High Value
2,37,154.1883783783784,5704.97,0.05405405405405406,156.00809,5772.299224853516,High Value
99,2,82.5,165.0,49.5,82.88914,165.7782745361328,High Value
1,4,632.895,2531.58,0.25,638.08344,2552.333740234375,High Value
61,2,211.32,422.64,30.5,209.98831,419.97662353515625,High Value
236,1,229.59,229.59,236.0,228.27657,228.2765655517578,High Value
191,4,357.945,1431.78,47.75,360.61148,1442.4459228515625,High Value
179,2,619.235,1238.47,89.5,607.9678,1215.935546875,High Value
38,6,242.42999999999998,1454.58,6.333333333333333,240.51501,1443.090087890625,High Value
201,2,150.475,300.95,100.5,156.6621,313.3241882324219,High Value
46,5,360.912,1804.56,9.2,359.77475,1798.8737487792969,High Value
232,1,184.64,184.64,232.0,186.1378,186.13780212402344,High Value
66,1,140.34,140.34,66.0,140.70451,140.7045135498047,Medium Value
241,1,313.8,313.8,241.0,312.2057,312.2056884765625,High Value
233,1,454.24,454.24,233.0,455.0274,455.02740478515625,High Value
78,3,374.1366666666667,1122.41,26.0,375.31992,1125.9597473144531,High Value
58,3,191.79999999999998,575.4,19.333333333333332,189.9461,569.8383178710938,High Value
17,13,689.87,8968.31,1.3076923076923077,572.5556,7443.222839355469,High Value
105,4,112.38,449.52,26.25,115.32382,461.2952880859375,High Value
52,10,121.582,1215.82,5.2,125.54785,1255.478515625,High Value
136,3,423.28,1269.84,45.333333333333336,434.6607,1303.9821166992188,High Value
275,2,309.315,618.63,137.5,309.20764,618.415283203125,High Value
312,1,316.26000000000005,316.26000000000005,312.0,315.3957,315.39569091796875,High Value
8,5,408.97400000000005,2044.8700000000003,1.6,416.07645,2080.3822326660156,High Value
11,2,326.665,653.33,5.5,325.8319,651.663818359375,High Value
283,2,174.025,348.05,141.5,173.31442,346.62884521484375,High Value
18,5,231.82199999999997,1159.11,3.6,231.93373,1159.6686553955078,High Value
23,3,388.92333333333335,1166.77,7.666666666666667,389.01868,1167.0560302734375,High Value
288,1,1340.32,1340.32,288.0,1339.7247,1339.7247314453125,High Value
17,3,97.33333333333333,292.0,5.666666666666667,83.48782,250.46347045898438,High Value
71,1,216.85,216.85,71.0,216.82793,216.8279266357422,High Value
64,1,295.93,295.93,64.0,290.70197,290.70196533203125,High Value
73,4,1098.4075,4393.63,18.25,1124.9535,4499.81396484375,High Value
316,2,229.26,458.52,158.0,231.76022,463.52044677734375,High Value
3,4,619.79,2479.16,0.75,611.30756,2445.230224609375,High Value
244,1,110.97,110.97,244.0,110.78119,110.78118896484375,Medium Value
9,7,139.96,979.72,1.2857142857142858,141.95355,993.6748657226562,High Value
1,4,447.89,1791.56,0.25,445.77524,1783.1009521484375,High Value
261,1,251.21,251.21,261.0,249.51364,249.51364135742188,High Value
127,1,205.1,205.1,127.0,205.1067,205.10670471191406,High Value
74,1,152.20000000000002,152.20000000000002,74.0,156.54092,156.54092407226562,High Value
73,4,222.78,891.12,18.25,233.23613,932.9445190429688,High Value
21,3,463.1366666666667,1389.41,7.0,458.24365,1374.73095703125,High Value
60,3,709.4733333333334,2128.42,20.0,713.79913,2141.3973999023438,High Value
86,1,659.4399999999999,659.4399999999999,86.0,655.1488,655.1488037109375,High Value
78,1,122.75,122.75,78.0,126.54793,126.54792785644531,Medium Value
59,6,604.0583333333333,3624.3499999999995,9.833333333333334,591.98364,3551.90185546875,High Value
1,3,364.55,1093.65,0.3333333333333333,367.71738,1103.1521301269531,High Value
30,1,125.80000000000001,125.80000000000001,30.0,126.54793,126.54792785644531,Medium Value
33,5,792.976,3964.88,6.6,768.3325,3841.66259765625,High Value
41,5,136.036,680.1800000000001,8.2,135.70714,678.5356903076172,High Value
15,2,314.39,628.78,7.5,314.13275,628.2655029296875,High Value
34,7,326.7871428571429,2287.51,4.857142857142857,334.73837,2343.1686096191406,High Value
79,2,153.88,307.76,39.5,160.07396,320.1479187011719,High Value
205,2,241.9,483.8,102.5,242.82701,485.6540222167969,High Value
34,1,210.31,210.31,34.0,211.8764,211.87640380859375,High Value
183,3,90.26333333333334,270.79,61.0,85.69227,257.0768051147461,High Value
2,25,234.8032,5870.08,0.08,198.28438,4957.109451293945,High Value
1,7,492.61285714285714,3448.29,0.14285714285714285,484.49466,3391.462615966797,High Value
43,7,182.97857142857143,1280.85,6.142857142857143,190.80376,1335.6262969970703,High Value
86,3,210.4466666666667,631.34,28.666666666666668,203.99922,611.9976654052734,High Value
40,2,145.705,291.41,20.0,145.4296,290.85919189453125,High Value
12,3,208.99666666666667,626.99,4.0,203.99922,611.9976654052734,High Value
96,2,341.205,682.41,48.0,341.82462,683.6492309570312,High Value
26,7,131.17142857142858,918.2,3.7142857142857144,134.4237,940.9659423828125,High Value
319,1,91.80000000000001,91.80000000000001,319.0,91.22774,91.22773742675781,Medium Value
66,12,311.6725,3740.07,5.5,302.6416,3631.69921875,High Value
74,4,1037.32,4149.28,18.5,1129.3025,4517.2099609375,High Value
28,2,292.03,584.06,14.0,296.5753,593.1505737304688,High Value
6,4,151.265,605.06,1.5,150.64195,602.5678100585938,High Value
7,1,174.37,174.37,7.0,174.23735,174.2373504638672,High Value
216,1,141.85999999999999,141.85999999999999,216.0,140.70451,140.7045135498047,Medium Value
82,3,599.7766666666666,1799.33,27.333333333333332,586.8765,1760.6295776367188,High Value
84,2,388.765,777.53,42.0,388.923,777.8460083007812,High Value
144,3,583.0066666666667,1749.02,48.0,576.0994,1728.2982788085938,High Value
19,2,120.11,240.22,9.5,123.75073,247.50146484375,High Value
41,2,437.355,874.71,20.5,428.8026,857.605224609375,High Value
173,1,192.85,192.85,173.0,191.46674,191.46673583984375,High Value
17,2,186.875,373.75,8.5,187.66983,375.33966064453125,High Value
243,1,239.49,239.49,243.0,241.47891,241.47891235351562,High Value
13,12,174.36,2092.32,1.0833333333333333,174.33089,2091.9706420898438,High Value
206,1,1384.25,1384.25,206.0,1381.9813,1381.9813232421875,High Value
50,2,147.2,294.4,25.0,145.4296,290.85919189453125,High Value
23,5,146.414,732.0699999999999,4.6,146.08818,730.4409027099609,High Value
10,18,373.18555555555554,6717.34,0.5555555555555556,378.18317,6807.2969970703125,High Value
25,4,421.90000000000003,1687.6000000000001,6.25,419.30823,1677.23291015625,High Value
15,2,233.52,467.04,7.5,234.52238,469.0447692871094,High Value
309,1,118.0,118.0,309.0,116.91713,116.91712951660156,Medium Value
156,1,781.03,781.03,156.0,780.5854,780.5853881835938,High Value
307,1,142.4,142.4,307.0,140.70451,140.7045135498047,Medium Value
64,1,712.4,712.4,64.0,715.63116,715.6311645507812,High Value
16,9,275.43888888888887,2478.95,1.7777777777777777,279.12787,2512.1508178710938,High Value
15,2,189.825,379.65,7.5,188.96245,377.9248962402344,High Value
11,6,330.32,1981.92,1.8333333333333333,327.0255,1962.153076171875,High Value
65,3,372.3766666666667,1117.13,21.666666666666668,370.11282,1110.3384704589844,High Value
36,4,61.989999999999995,247.95999999999998,9.0,60.422935,241.69174194335938,High Value
108,5,407.41600000000005,2037.0800000000004,21.6,414.7315,2073.6575317382812,High Value
53,1,396.97,396.97,53.0,395.63525,395.63525390625,High Value
6,2,348.52,697.04,3.0,347.45953,694.9190673828125,High Value
47,1,180.17000000000002,180.17000000000002,47.0,182.18811,182.1881103515625,High Value
1,21,245.41285714285715,5153.67,0.047619047619047616,249.8494,5246.837310791016,High Value
312,1,219.52,219.52,312.0,221.06795,221.0679473876953,High Value
45,2,346.66,693.32,22.5,347.45953,694.9190673828125,High Value
65,1,428.89,428.89,65.0,430.11777,430.1177673339844,High Value
26,1,164.34,164.34,26.0,163.96329,163.96328735351562,High Value
29,3,93.51333333333332,280.53999999999996,9.666666666666666,84.661766,253.98529815673828,High Value
40,1,678.01,678.01,40.0,678.6219,678.6218872070312,High Value
12,7,161.69714285714286,1131.88,1.7142857142857142,157.73192,1104.1234283447266,High Value
89,3,390.59999999999997,1171.8,29.666666666666668,392.68744,1178.0623168945312,High Value
24,4,402.615,1610.46,6.0,405.00775,1620.031005859375,High Value
319,1,417.69,417.69,319.0,419.57822,419.5782165527344,High Value
40,3,181.39333333333332,544.18,13.333333333333334,182.92853,548.7855834960938,High Value
174,1,177.34,177.34,174.0,179.13272,179.13272094726562,High Value
117,1,213.85,213.85,117.0,211.8764,211.87640380859375,High Value
31,5,149.55599999999998,747.78,6.2,154.59106,772.955322265625,High Value
253,1,257.23,257.23,253.0,258.93274,258.9327392578125,High Value
59,5,327.694,1638.47,11.8,328.802,1644.010009765625,High Value
23,11,708.3963636363636,7792.36,2.090909090909091,709.4155,7803.57080078125,High Value
5,7,290.2542857142857,2031.7799999999997,0.7142857142857143,299.13943,2093.976043701172,High Value
100,11,279.1290909090909,3070.42,9.090909090909092,276.02505,3036.275604248047,High Value
25,5,424.254,2121.27,5.0,425.9705,2129.8524475097656,High Value
33,5,315.03200000000004,1575.1600000000003,6.6,316.10596,1580.52978515625,High Value
68,1,1071.03,1071.03,68.0,1068.1631,1068.1630859375,High Value
37,5,189.824,949.1200000000001,7.4,187.30075,936.5037536621094,High Value
52,3,270.1666666666667,810.5,17.333333333333332,264.57803,793.7341003417969,High Value
16,1,122.64,122.64,16.0,126.54793,126.54792785644531,Medium Value
74,1,1033.34,1033.34,74.0,1044.6055,1044.60546875,High Value
216,1,354.8,354.8,216.0,354.5657,354.5657043457031,High Value
31,3,173.14666666666668,519.44,10.333333333333334,161.36002,484.0800476074219,High Value
16,4,656.065,2624.26,4.0,667.42596,2669.703857421875,High Value
120,1,252.1,252.1,120.0,253.41676,253.41676330566406,High Value
10,4,419.53000000000003,1678.1200000000001,2.5,415.72937,1662.91748046875,High Value
257,2,173.3,346.6,128.5,173.31442,346.62884521484375,High Value
17,6,306.0566666666667,1836.3400000000001,2.8333333333333335,305.40485,1832.4290771484375,High Value
35,2,47.1,94.2,17.5,44.742428,89.48485565185547,Medium Value
46,3,365.02666666666664,1095.08,15.333333333333334,367.86185,1103.5855407714844,High Value
43,6,451.22166666666664,2707.33,7.166666666666667,461.23648,2767.4188842773438,High Value
114,2,466.485,932.97,57.0,464.34302,928.68603515625,High Value
165,2,189.825,379.65,82.5,188.96245,377.9248962402344,High Value
11,2,191.07,382.14,5.5,189.14769,378.2953796386719,High Value
10,5,527.8340000000001,2639.17,2.0,528.9177,2644.588623046875,High Value
206,2,786.6,1573.2,103.0,792.99976,1585.99951171875,High Value
86,3,299.25333333333333,897.76,28.666666666666668,309.96484,929.89453125,High Value
179,1,189.47,189.47,179.0,191.46674,191.46673583984375,High Value
60,3,28.21666666666667,84.65,20.0,31.451864,94.35559272766113,Medium Value
149,1,305.02,305.02,149.0,307.0156,307.0155944824219,High Value
3,21,303.02809523809526,6363.59,0.14285714285714285,314.52725,6605.072296142578,High Value
51,2,109.275,218.55,25.5,111.30862,222.6172332763672,High Value
75,1,349.7,349.7,75.0,349.49344,349.4934387207031,High Value
301,2,93.19500000000001,186.39000000000001,150.5,94.33456,188.6691131591797,High Value
19,2,198.46,396.92,9.5,198.61703,397.23406982421875,High Value
151,2,243.41000000000003,486.82000000000005,75.5,245.9305,491.8609924316406,High Value
152,1,232.6,232.6,152.0,231.75398,231.7539825439453,High Value
1,4,930.605,3722.42,0.25,927.565,3710.260009765625,High Value
18,4,206.9575,827.83,4.5,207.56274,830.2509765625,High Value
187,1,59.5,59.5,187.0,60.746323,60.74632263183594,Medium Value
286,1,67.23,67.23,286.0,69.13272,69.13272094726562,Medium Value
3,7,445.63428571428574,3119.44,0.42857142857142855,433.88635,3037.2044677734375,High Value
183,1,72.0,72.0,183.0,69.13272,69.13272094726562,Medium Value
63,1,910.0,910.0,63.0,911.4331,911.43310546875,High Value
59,1,172.25,172.25,59.0,171.00008,171.0000762939453,High Value
25,3,496.1066666666666,1488.32,8.333333333333334,490.01447,1470.0433959960938,High Value
4,50,1300.7924,65039.62,0.08,1249.4222,62471.112060546875,High Value
31,15,166.942,2504.13,2.066666666666667,167.4334,2511.500930786133,High Value
39,1,151.29999999999998,151.29999999999998,39.0,156.54092,156.54092407226562,High Value
155,1,308.58000000000004,308.58000000000004,155.0,307.8674,307.8674011230469,High Value
26,10,226.512,2265.12,2.6,230.27635,2302.7635192871094,High Value
318,1,99.5,99.5,318.0,100.37126,100.37126159667969,Medium Value
5,9,256.4511111111111,2308.06,0.5555555555555556,260.3362,2343.025909423828,High Value
8,3,237.28666666666666,711.86,2.6666666666666665,232.16948,696.5084381103516,High Value
303,1,330.79,330.79,303.0,330.45776,330.457763671875,High Value
267,2,403.205,806.41,133.5,402.4803,804.9605712890625,High Value
271,1,296.88,296.88,271.0,290.70197,290.70196533203125,High Value
4,13,486.7730769230769,6328.05,0.3076923076923077,464.86118,6043.195281982422,High Value
32,1,180.48,180.48,32.0,182.18811,182.1881103515625,High Value
219,2,126.03,252.06,109.5,127.11524,254.23048400878906,High Value
247,1,228.84,228.84,247.0,228.27657,228.2765655517578,High Value
281,5,215.868,1079.34,56.2,221.16896,1105.8448028564453,High Value
269,1,138.28,138.28,269.0,140.70451,140.7045135498047,Medium Value
32,6,240.835,1445.01,5.333333333333333,238.20093,1429.20556640625,High Value
246,2,153.275,306.55,123.0,160.07396,320.1479187011719,High Value
15,5,208.336,1041.68,3.0,214.38417,1071.9208526611328,High Value
117,4,199.975,799.9,29.25,199.91359,799.6543579101562,High Value
36,1,524.14,524.14,36.0,523.14954,523.1495361328125,High Value
132,3,791.8033333333333,2375.41,44.0,794.2472,2382.7415771484375,High Value
217,1,199.85000000000002,199.85000000000002,217.0,201.11838,201.11837768554688,High Value
50,8,247.57,1980.56,6.25,244.0629,1952.503173828125,High Value
39,2,539.8299999999999,1079.6599999999999,19.5,542.9196,1085.8392333984375,High Value
29,2,166.74,333.48,14.5,167.6507,335.3013916015625,High Value
37,6,169.35666666666665,1016.1399999999999,6.166666666666667,170.19856,1021.1913757324219,High Value
136,2,376.3,752.6,68.0,377.0389,754.0778198242188,High Value
219,2,305.295,610.59,109.5,304.5015,609.0029907226562,High Value
28,1,491.86,491.86,28.0,486.5845,486.5845031738281,High Value
25,4,721.3100000000001,2885.2400000000002,6.25,722.8128,2891.251220703125,High Value
5,2,365.95,731.9,2.5,362.59995,725.1998901367188,High Value
200,1,339.59999999999997,339.59999999999997,200.0,340.54294,340.5429382324219,High Value
18,1,216.9,216.9,18.0,216.82793,216.8279266357422,High Value
241,1,350.75,350.75,241.0,351.42526,351.4252624511719,High Value
72,3,222.81000000000003,668.4300000000001,24.0,224.01361,672.0408325195312,High Value
17,12,260.91833333333335,3131.0200000000004,1.4166666666666667,266.60263,3199.2315673828125,High Value
3,7,191.65714285714284,1341.6,0.42857142857142855,191.87163,1343.1013946533203,High Value
95,2,578.18,1156.36,47.5,579.3179,1158.6357421875,High Value
162,1,300.04,300.04,162.0,302.57513,302.57513427734375,High Value
374,1,79.6,79.6,374.0,80.36125,80.36125183105469,Medium Value
96,5,189.65,948.25,19.2,187.30075,936.5037536621094,High Value
54,5,329.452,1647.26,10.8,328.802,1644.010009765625,High Value
288,1,296.25,296.25,288.0,290.70197,290.70196533203125,High Value
124,6,197.71333333333334,1186.28,20.666666666666668,195.46448,1172.786865234375,High Value
288,1,741.26,741.26,288.0,743.41736,743.4173583984375,High Value
152,2,141.29999999999998,282.59999999999997,76.0,136.48573,272.9714660644531,High Value
4,9,240.14999999999998,2161.35,0.4444444444444444,248.10567,2232.9510040283203,High Value
2,14,370.68,5189.52,0.14285714285714285,375.16116,5252.256286621094,High Value
12,7,455.79285714285714,3190.55,1.7142857142857142,460.88437,3226.1905822753906,High Value
33,2,329.70500000000004,659.4100000000001,16.5,329.39966,658.79931640625,High Value
54,2,143.395,286.79,27.0,136.73987,273.479736328125,High Value
50,2,535.325,1070.65,25.0,529.11426,1058.228515625,High Value
219,1,306.72,306.72,219.0,307.0156,307.0155944824219,High Value
63,1,1714.96,1714.96,63.0,1725.947,1725.947021484375,High Value
71,3,507.25333333333333,1521.76,23.666666666666668,511.55008,1534.6502380371094,High Value
2,37,465.41513513513513,17220.36,0.05405405405405406,473.0916,17504.389709472656,High Value
2,10,279.651,2796.51,0.2,275.11374,2751.1373901367188,High Value
64,4,658.6125,2634.45,16.0,667.7514,2671.005615234375,High Value
34,3,377.3766666666667,1132.13,11.333333333333334,375.31992,1125.9597473144531,High Value
82,1,345.0,345.0,82.0,344.70966,344.70965576171875,High Value
1,33,787.1866666666666,25977.16,0.030303030303030304,565.5271,18662.394287109375,High Value
103,1,178.7,178.7,103.0,179.13272,179.13272094726562,High Value
7,2,180.005,360.01,3.5,178.06282,356.1256408691406,High Value
251,1,127.84,127.84,251.0,128.36859,128.36859130859375,Medium Value
13,6,152.0,912.0,2.1666666666666665,153.28284,919.697021484375,High Value
10,11,223.89,2462.79,0.9090909090909091,230.7683,2538.4512481689453,High Value
367,1,230.39999999999998,230.39999999999998,367.0,231.75398,231.7539825439453,High Value
76,2,154.52,309.04,38.0,160.07396,320.1479187011719,High Value
4,1,348.8,348.8,4.0,349.40082,349.40081787109375,High Value
128,2,758.0,1516.0,64.0,752.75287,1505.5057373046875,High Value
66,2,97.775,195.55,33.0,96.24185,192.48370361328125,High Value
1,57,651.8219298245614,37153.85,0.017543859649122806,685.52075,39074.682861328125,High Value
117,2,344.43,688.86,58.5,345.17813,690.3562622070312,High Value
310,1,558.32,558.32,310.0,555.5644,555.5643920898438,High Value
67,1,324.8,324.8,67.0,322.39014,322.39013671875,High Value
139,3,1533.14,4599.42,46.333333333333336,1530.5325,4591.597412109375,High Value
255,1,277.07,277.07,255.0,278.23557,278.2355651855469,High Value
31,7,376.5414285714286,2635.79,4.428571428571429,376.95346,2638.6742248535156,High Value
52,2,462.3,924.6,26.0,462.7189,925.4378051757812,High Value
64,1,256.38,256.38,64.0,253.41676,253.41676330566406,High Value
367,1,112.6,112.6,367.0,114.2263,114.22630310058594,Medium Value
6,5,349.53200000000004,1747.6600000000003,1.2,354.50146,1772.50732421875,High Value
305,1,155.05,155.05,305.0,156.54092,156.54092407226562,High Value
29,3,499.67,1499.01,9.666666666666666,490.01447,1470.0433959960938,High Value
184,3,271.5,814.5,61.333333333333336,274.64227,823.9268188476562,High Value
42,3,179.66666666666666,539.0,14.0,182.2341,546.7023010253906,High Value
40,4,341.71500000000003,1366.8600000000001,10.0,345.83698,1383.347900390625,High Value
92,2,789.56,1579.12,46.0,793.6208,1587.2415771484375,High Value
22,4,1006.84,4027.36,5.5,1024.7799,4099.11962890625,High Value
24,2,285.83500000000004,571.6700000000001,12.0,282.25516,564.5103149414062,High Value
29,2,191.49,382.98,14.5,189.14769,378.2953796386719,High Value
302,3,380.1166666666666,1140.35,100.66666666666667,383.02536,1149.0760803222656,High Value
145,2,192.82,385.64,72.5,192.54146,385.0829162597656,High Value
6,2,316.0,632.0,3.0,314.13275,628.2655029296875,High Value
19,2,478.83,957.66,9.5,483.97662,967.9532470703125,High Value
33,5,339.788,1698.94,6.6,331.4173,1657.0864868164062,High Value
176,1,189.5,189.5,176.0,191.46674,191.46673583984375,High Value
58,3,137.35,412.04999999999995,19.333333333333332,138.17188,414.515625,High Value
22,1,209.49,209.49,22.0,211.8764,211.87640380859375,High Value
16,6,367.16499999999996,2202.99,2.6666666666666665,374.80496,2248.8297729492188,High Value
19,1,52.199999999999996,52.199999999999996,19.0,49.096676,49.096675872802734,Low Value
159,1,384.8,384.8,159.0,386.3896,386.38958740234375,High Value
25,4,208.6425,834.57,6.25,208.56108,834.2443237304688,High Value
212,2,135.62,271.24,106.0,135.65771,271.3154296875,High Value
6,4,172.9325,691.73,1.5,169.71143,678.845703125,High Value
253,1,85.0,85.0,253.0,90.01578,90.01577758789062,Medium Value
59,9,376.18,3385.62,6.555555555555555,373.12543,3358.1288452148438,High Value
11,1,361.62,361.62,11.0,362.87628,362.87628173828125,High Value
65,1,312.98,312.98,65.0,312.2057,312.2056884765625,High Value
25,3,288.35333333333335,865.0600000000001,8.333333333333334,287.276,861.8280029296875,High Value
92,3,418.3333333333333,1255.0,30.666666666666668,423.05112,1269.1533508300781,High Value
52,2,768.975,1537.95,26.0,753.3739,1506.747802734375,High Value
129,1,1595.48,1595.48,129.0,1594.9835,1594.9835205078125,High Value
96,3,883.82,2651.46,32.0,880.37195,2641.1158447265625,High Value
57,1,1090.14,1090.14,57.0,1088.7046,1088.70458984375,High Value
9,25,324.38079999999997,8109.5199999999995,0.36,326.41388,8160.346984863281,High Value
169,3,129.5,388.5,56.333333333333336,132.85919,398.57757568359375,High Value
57,1,216.17,216.17,57.0,215.17805,215.1780548095703,High Value
326,1,201.16,201.16,326.0,201.11838,201.11837768554688,High Value
1,5,249.18,1245.9,0.2,246.70035,1233.5017395019531,High Value
18,8,276.17,2209.36,2.25,275.95627,2207.650146484375,High Value
248,1,305.78,305.78,248.0,307.0156,307.0155944824219,High Value
58,4,125.39,501.56,14.5,128.40446,513.6178588867188,High Value
74,1,145.67000000000002,145.67000000000002,74.0,143.61801,143.61801147460938,Medium Value
31,3,338.43,1015.29,10.333333333333334,342.416,1027.2479553222656,High Value
